"","Row.names","Arabidopsis-1d.1","Arabidopsis-1d.2","Arabidopsis-1d.3","Arabidopsis-1d.4","Arabidopsis-00h.1","Arabidopsis-00h.2","Arabidopsis-00h.3","Arabidopsis-00h.4","Arabidopsis-02h.1","Arabidopsis-02h.2","Arabidopsis-02h.3","Arabidopsis-02h.4","Arabidopsis-04h.1","Arabidopsis-04h.2","Arabidopsis-04h.3","Arabidopsis-04h.4","Arabidopsis-4d.1","Arabidopsis-4d.2","Arabidopsis-4d.3","Arabidopsis-4d.4","Arabidopsis-p5h.1","Arabidopsis-p5h.2","Arabidopsis-p5h.3","Arabidopsis-p5h.4","Arabidopsis_00h_Arabidopsis_02h_log2_FC","Arabidopsis_00h_Arabidopsis_02h_Pvalue","Arabidopsis_00h_Arabidopsis_02h_fdr","Arabidopsis_00h_Arabidopsis_04h_log2_FC","Arabidopsis_00h_Arabidopsis_04h_Pvalue","Arabidopsis_00h_Arabidopsis_04h_fdr","Arabidopsis_00h_Arabidopsis_1d_log2_FC","Arabidopsis_00h_Arabidopsis_1d_Pvalue","Arabidopsis_00h_Arabidopsis_1d_fdr","Arabidopsis_00h_Arabidopsis_4d_log2_FC","Arabidopsis_00h_Arabidopsis_4d_Pvalue","Arabidopsis_00h_Arabidopsis_4d_fdr","Arabidopsis_00h_Arabidopsis_p5h_log2_FC","Arabidopsis_00h_Arabidopsis_p5h_Pvalue","Arabidopsis_00h_Arabidopsis_p5h_fdr","Arabidopsis_02h_Arabidopsis_04h_log2_FC","Arabidopsis_02h_Arabidopsis_04h_Pvalue","Arabidopsis_02h_Arabidopsis_04h_fdr","Arabidopsis_02h_Arabidopsis_1d_log2_FC","Arabidopsis_02h_Arabidopsis_1d_Pvalue","Arabidopsis_02h_Arabidopsis_1d_fdr","Arabidopsis_02h_Arabidopsis_4d_log2_FC","Arabidopsis_02h_Arabidopsis_4d_Pvalue","Arabidopsis_02h_Arabidopsis_4d_fdr","Arabidopsis_02h_Arabidopsis_p5h_log2_FC","Arabidopsis_02h_Arabidopsis_p5h_Pvalue","Arabidopsis_02h_Arabidopsis_p5h_fdr","Arabidopsis_04h_Arabidopsis_1d_log2_FC","Arabidopsis_04h_Arabidopsis_1d_Pvalue","Arabidopsis_04h_Arabidopsis_1d_fdr","Arabidopsis_04h_Arabidopsis_4d_log2_FC","Arabidopsis_04h_Arabidopsis_4d_Pvalue","Arabidopsis_04h_Arabidopsis_4d_fdr","Arabidopsis_04h_Arabidopsis_p5h_log2_FC","Arabidopsis_04h_Arabidopsis_p5h_Pvalue","Arabidopsis_04h_Arabidopsis_p5h_fdr","Arabidopsis_1d_Arabidopsis_4d_log2_FC","Arabidopsis_1d_Arabidopsis_4d_Pvalue","Arabidopsis_1d_Arabidopsis_4d_fdr","Arabidopsis_1d_Arabidopsis_p5h_log2_FC","Arabidopsis_1d_Arabidopsis_p5h_Pvalue","Arabidopsis_1d_Arabidopsis_p5h_fdr","Arabidopsis_4d_Arabidopsis_p5h_log2_FC","Arabidopsis_4d_Arabidopsis_p5h_Pvalue","Arabidopsis_4d_Arabidopsis_p5h_fdr","Arabidopsis_00h","Arabidopsis_02h","Arabidopsis_04h","Arabidopsis_1d","Arabidopsis_4d","Arabidopsis_p5h","id2","HMDBID","KEGGID","Descrip","Kingdom","Super_class","Class","Sub_class","CAS","DTXSID","DTXCID","SID","CID","KEGG","ChEBI","Drugbank","Name","id"
"1","2-deoxyadenosine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","0","NA","NA","0","NA","NA","0","NA","NA","0","NA","NA","0","NA","NA","0","NA","NA","0","NA","NA","0","NA","NA","0","NA","NA","0","NA","NA","0","NA","NA","0","NA","NA","0","NA","NA","0","NA","NA","0",0,0,0,0,0,0,"2-deoxyadenosine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-deoxyadenosine"
"2","2-deoxyguanosine",0.000117756168319921,0,0.000221079949196905,1.60371218218336e-05,0.000550746778194786,0.000246092209075933,0,0.000193670551092637,0,0.000413296881370595,4.93176726854591e-05,0,3.35095194658061e-05,0,3.30214202208418e-05,0,0,2.12557027515014e-05,4.76376620331663e-06,0,0,0,0,0,"0.161297921176744","0.418080003610406","0.418080003610406","0.295388533866917","0.135631736280888","0.135631736280888","-0.19655639857266","0.270150189810104","0.270150189810104","0.309832975532648","0.124782754233205","0.124782754233205","0.319187124368318","0.118340372881673","0.118340372881673","0.134090612690172","0.395332923832626","0.395332923832626","-0.0352584773959153","0.820990275415635","0.820990275415635","0.148535054355904","0.354592936775587","0.354592936775587","0.157889203191573","0.330760143883817","0.330760143883817","0.098832135294257","0.25515326454166","0.25515326454166","0.0144444416657311","0.397435789378675","0.397435789378675","0.0237985905014009","0.181707245789811","0.181707245789811","0.113276576959988","0.206939546190788","0.206939546190788","0.122630725795658","0.181854567716995","0.181854567716995","0.00935414883566941","0.287568853166938","0.287568853166938",0.000247627384590839,0.000115653638514014,1.6632734921662e-05,8.87183098346651e-05,6.5048672387045e-06,0,"2-deoxyguanosine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-deoxyguanosine"
"3","2-hydroxypyridine",0,0.0210239837300375,0,0,3.29092333023668,2.48417143381438,0.20884572872599,6.76123261733942,0,0,0,0.871937482380305,0.293559279278972,0.0300517193549276,0,0,0,0,0,0.373128471825218,1.85803721999651,2.23223773234901,0,0.192121525276436,"3.863431963999","0.115471727389074","0.115471727389074","5.28227607683301","0.106196667329498","0.106196667329498","-8.99287648425702","0.101090047898444","0.101090047898444","5.07920379631488","0.106971622550995","0.106971622550995","1.57256647348852","0.223894910021813","0.223894910021813","1.41884411283401","0.585248778942074","0.585248778942074","-5.12944452025802","0.401137474453221","0.401137474453221","1.21577183231588","0.626332742910044","0.626332742910044","-2.29086549051048","0.236808981171919","0.236808981171919","-3.71060040742401","0.366561254498898","0.366561254498898","-0.203072280518126","0.919671189668812","0.919671189668812","-3.70970960334448","0.180130739930014","0.180130739930014","-3.91367268794214","0.415218784756204","0.415218784756204","-7.4203100107685","0.15797327912592","0.15797327912592","-3.50663732282636","0.184072361099513","0.184072361099513",3.18629327752912,0.217984370595076,0.080902749658475,0.00525599593250936,0.0932821179563046,1.07059911940549,"2-hydroxypyridine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-hydroxypyridine"
"4","3-methoxytyramine",0,7.79285462200816e-05,0,0,0.00374898387875982,0.00334447120285425,0.000519877702883505,0.00285395476328646,0.0273032962726798,0.000233473280113714,7.84446940091536e-05,0.000186043718437031,0,0,0,0,0,0,0,0.000150026704561563,0.000360663799093961,0.00115425912447602,0,0.000336517427028192,"-1.13628937717946","0.569539117632071","0.569539117632071","1.85472255316461","0.0362033893322967","0.0362033893322967","-1.82688605660291","0.0368454172880348","0.0368454172880348","1.80160193323166","0.0373603617367673","0.0373603617367673","1.30593076079462","0.0524901213799151","0.0524901213799151","2.99101193034407","0.38101346229927","0.38101346229927","-2.96317543378237","0.38217427368547","0.38217427368547","2.93789131041112","0.383252288628917","0.383252288628917","2.44222013797408","0.409602219718025","0.409602219718025","0.0278364965617002","0.391002218955771","0.391002218955771","-0.0531206199329552","0.391002218955771","0.391002218955771","-0.548791792369996","0.154947157555077","0.154947157555077","-0.025284123371255","0.689351070407174","0.689351070407174","-0.520955295808296","0.167506776223837","0.167506776223837","-0.495671172437041","0.180169732334015","0.180169732334015",0.00261682188694601,0.00695031449130993,0,1.94821365550204e-05,3.75066761403908e-05,0.000462860087649543,"3-methoxytyramine","HMDB0000022","C05587","belongs to the class of organic compounds known as methoxyphenols. Methoxyphenols are compounds containing a methoxy group attached to the benzene ring of a phenol moiety.","Organic compounds","Benzenoids","Phenols","Methoxyphenols","554-52-9",NA,NA,"223438743",NA,"C05587","  1582",NA,"3-Methoxytyramine","3-methoxytyramine"
"5","3-methyladenine",0.0575950426212745,0.0110090691691854,0.0309931308461161,0.437572095740094,0.00443185310448446,0.00679511356500011,0.00408621729319044,0.00294447580696116,0.00776311084081259,0.122958852946804,0.0056633550434226,0.00456479485524268,0.00859238964421899,0.00447777945094592,0.000320251259906032,0.00439485788119921,0.0364078239552565,0.0195408361929487,0.428692290073408,0.461101919676938,0.00246748889036348,0.00580363627490482,0.0081386840757168,0.00545542946723262,"-2.70318264800471","0.371392312843138","0.371392312843138","0.0309483726865176","0.952525851979095","0.952525851979095","4.60370628435877","0.29129986450269","0.29129986450269","-5.41516315911968","0.150211821066497","0.150211821066497","-0.216712594313051","0.550703036692136","0.550703036692136","2.73413102069123","0.369979555391442","0.369979555391442","1.90052363635405","0.408708108106237","0.408708108106237","-2.71198051111496","0.193783949839508","0.193783949839508","2.48647005369166","0.383783863633191","0.383783863633191","4.63465465704529","0.290948947538389","0.290948947538389","-5.4461115318062","0.150061100176988","0.150061100176988","-0.247660966999568","0.63878233800731","0.63878233800731","-0.81145687476091","0.541682451939958","0.541682451939958","4.38699369004572","0.294054460017196","0.294054460017196","5.19845056480663","0.151317760412654","0.151317760412654",0.00456441494240904,0.0352375284215705,0.00444631955906754,0.134292334594167,0.236435717474638,0.00546630967705443,"3-methyladenine","HMDB0011600",NA,NA,NA,NA,NA,NA,"5142-23-4","DTXSID80199406","DTXCID70121897","315759746"," 1673","C00913"," 38635","DB04104","3-Methyladenine","3-methyladenine"
"6","4-aminobutanoic acid",3.58692670489545,7.12050539756842,2.43228184877781,3.73120439615709,3.42280227139542,1.2591472664602,3.20468068860025,2.54496398450545,0,1.83773478194962,1.73580756726582,2.50152176311136,7.81385618712254,8.26223552838316,3.13862086705665,7.54849348770789,5.15414877701251,5.90650092247232,4.15919472373851,5.88939686283282,5.19754681395102,3.43854900447677,1.25331271739737,3.62828087803899,"0.779591611793024","0.182848844496352","0.182848844496352","-1.35895380898296","0.0342495560912351","0.0342495560912351","0.693367770387909","0.219374950684629","0.219374950684629","-1.01663532591973","0.00612669288228435","0.00612669288228435","-0.373762663662787","0.452369872939392","0.452369872939392","-2.13854542077599","0.0155316012538615","0.0155316012538615","1.47295938218093","0.0696247272628945","0.0696247272628945","-1.79622693771276","0.00173958194979213","0.00173958194979213","-1.15335427545581","0.111344000986597","0.111344000986597","-0.665586038595054","0.166117675967039","0.166117675967039","0.34231848306323","0.330095564838203","0.330095564838203","0.985191145320176","0.0673675354643887","0.0673675354643887","-0.323267555531824","0.386839958352686","0.386839958352686","0.319605106725122","0.542601300124042","0.542601300124042","0.642872662256946","0.0981707017495932","0.0981707017495932",2.60789855274033,1.5187660280817,6.69080151756756,4.21772958684969,5.27731032151404,3.37942235346604,"4-aminobutanoic acid","HMDB0000112","C00334","belongs to the class of organic compounds known as gamma amino acids and derivatives. These are amino acids having a (-NH2) group attached to the gamma carbon atom.","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","56-12-2","DTXSID6035106","DTXCID4015106","315677424","  119","C00334"," 16865","DB02530","4-Aminobutanoic acid","4-aminobutanoic acid"
"7","4-guanidinobutanoic acid",0.00194144010295006,0.00747354045481466,0.0488520920032063,0.00274753975770131,0.0182918035717733,0.0136969607472567,0.00799961327794354,0.0292460486291087,0.0426576053950228,0,0,0,0.000190030336774915,0.00518281401248018,0,0,0,0,0,0,0.010154441269855,0.00514119004213044,0,0.0110412724414579,"0.650409727842934","0.596449998503548","0.596449998503548","2.9659631639066","0.0334968798306811","0.0334968798306811","-0.171757987119776","0.873845358318207","0.873845358318207","4.194450088617","0.0310444803741159","0.0310444803741159","1.27144814504309","0.0959055937351069","0.0959055937351069","2.31555343606366","0.447712053211626","0.447712053211626","0.478651740723158","0.777355392165512","0.777355392165512","3.54404036077407","0.391002218955771","0.391002218955771","0.621038417200157","0.732176265160933","0.732176265160933","2.79420517678682","0.305390036731235","0.305390036731235","1.2284869247104","0.371292077963422","0.371292077963422","-1.69451501886351","0.133288894051461","0.133288894051461","4.02269210149722","0.268707912634411","0.268707912634411","1.09969015792331","0.502762094438389","0.502762094438389","-2.92300194357391","0.0816534019338383","0.0816534019338383",0.0173086065565206,0.0106644013487557,0.00134321108731377,0.0152536530796681,0,0.00658422593836083,"4-guanidinobutanoic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-guanidinobutanoic acid"
"8","4-hydroxybenzoic acid",0.414946877300567,0.58394534732901,0,0.0278692939511431,0.0782830280642512,0.0456523648271457,0.0406810584366623,0.137744390293443,0.209689573010107,0,0,0,0.051245293426412,0.0232294448010117,0.0191205399739807,0.0660444296936809,0.193943577758001,0.252088413083198,0,0.306429575717619,0.0279173494633385,0.0513794623625109,0,0.0644549360493565,"0.519715393532674","0.704862137994624","0.704862137994624","0.904709039835462","0.220177849246393","0.220177849246393","1.75040677117476","0.299812232515169","0.299812232515169","-1.30403487859601","0.191748637472454","0.191748637472454","1.05205670958189","0.193192827373321","0.193192827373321","0.384993646302787","0.829312062347836","0.829312062347836","2.27012216470743","0.25836340784299","0.25836340784299","-1.82375027212869","0.16385742622194","0.16385742622194","0.532341316049217","0.77893111147167","0.77893111147167","2.65511581101022","0.230442812170274","0.230442812170274","-2.20874391843147","0.111592680896873","0.111592680896873","0.14734766974643","0.833896466957702","0.833896466957702","0.446371892578745","0.687606029104855","0.687606029104855","2.80246348075665","0.223945687197525","0.223945687197525","2.3560915881779","0.104718823704708","0.104718823704708",0.0755902104053756,0.0524223932525268,0.0399099269737713,0.25669037964518,0.188115391639704,0.0359379369688015,"4-hydroxybenzoic acid","HMDB0000500",NA,NA,NA,NA,NA,NA,"99-96-7","DTXSID3026647","DTXCID806647","315675580","  135","C00156"," 30763","DB04242","4-Hydroxybenzoic acid","4-hydroxybenzoic acid"
"9","4-imidazoleacetic acid",2.84222172330067e-05,0.00119253055738368,0,3.07284656491788e-06,0.0010563231128401,0.000561117088226836,0.0025302883696099,0.00140065647683844,0.0055017645688193,0,0,0.00249167494889291,0,0.000635179802624739,0,0,0.000565794147253362,0.000947570581258329,0.000421285827587263,0.00303348392753823,0.00257199298510144,0.000381101083112041,0,0.000483823579634647,"-0.32891680815504","0.681441380254286","0.681441380254286","1.04263144229128","0.0538531429000735","0.0538531429000735","-0.870094773028089","0.0844060023864681","0.0844060023864681","0.090448833056236","0.851344554782297","0.851344554782297","0.360551948954729","0.491059325137392","0.491059325137392","1.37154825044632","0.254357532993556","0.254357532993556","-1.19901158118313","0.288381705249836","0.288381705249836","0.419365641211276","0.626035349637656","0.626035349637656","0.689468757109768","0.468947555188953","0.468947555188953","0.172536669263187","0.680688446501001","0.680688446501001","-0.95218260923504","0.171829007769928","0.171829007769928","-0.682079493336547","0.318561060147164","0.318561060147164","-0.779645939971853","0.232719701819138","0.232719701819138","-0.50954282407336","0.438844626932617","0.438844626932617","0.270103115898492","0.664672019105003","0.664672019105003",0.00138709626187882,0.00199835987942805,0.000158794950656185,0.000306006405295401,0.0012420336209093,0.000859229411962031,"4-imidazoleacetic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-imidazoleacetic acid"
"10","4-pyridoxic acid",0.000649755553890434,0.000727556893470796,0.00097181561990056,0.00108336765293486,0.00129700005707555,0.000777726223292481,0.000435751918174221,0.00118082693770384,0.00663711313300846,4.07718686496099e-05,9.4228687234688e-05,0,0.000498787212678093,0.000322899670686658,0.00031247168076164,0.00108799407709844,0.00111158471190598,0.00109959971412894,0.00230012001301212,0.00224245639167705,0.00125789646402368,0.000902075676603276,0.000410622552422968,0.00112003569275983,"-0.486001026490232","0.673418374663885","0.673418374663885","0.305814642277285","0.22054320506502","0.22054320506502","-0.0493817022379115","0.783239463542651","0.783239463542651","-0.483540956042675","0.108827314869637","0.108827314869637","0.000126571731830561","0.999522919841646","0.999522919841646","0.791815668767517","0.540905134038726","0.540905134038726","-0.535382728728144","0.6476956395662","0.6476956395662","0.0024600704475576","0.997982651915005","0.997982651915005","0.486127598222063","0.673210605162282","0.673210605162282","0.256432940039373","0.21090335468139","0.21090335468139","-0.789355598319959","0.0347935262367868","0.0347935262367868","-0.305688070545454","0.208318920551091","0.208318920551091","-0.532922658280586","0.0860180825677771","0.0860180825677771","-0.0492551305060809","0.773711425531213","0.773711425531213","0.483667527774505","0.107085039272908","0.107085039272908",0.000922826284061524,0.00169302842222319,0.000555538160306207,0.000858123930049162,0.00168844020768102,0.000922657596452439,"4-pyridoxic acid","HMDB0000017","C00847","belongs to the class of organic compounds known as pyridinecarboxylic acids. Pyridinecarboxylic acids are compounds containing a pyridine ring bearing a carboxylic acid group.","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","82-82-6",NA,NA,"  8144151",NA,"C00847"," 17405",NA,"4-Pyridoxic acid","4-pyridoxic acid"
"11","4-quinolinecarboxylic acid",0.00135421734380445,0.0018504914639968,0.00551683449480396,0.00390122604709698,0.0122835132011114,0.0167692452526514,0.00245596902499123,0.0273947495254131,0.00536643555103746,0.00118233417675855,0.00224507924896646,0,0.00124350054096427,0.000707727564515511,0.00083561442360602,0.00219384357464383,0,0,0,0,0.00298280920835635,0.00797596651143396,0.00181723660210134,0.00867006924316477,"2.29768940622836","0.0912583483244893","0.0912583483244893","2.8082421917419","0.079673570410844","0.079673570410844","-1.91997900980201","0.109520379600583","0.109520379600583","3.97506785949636","0.0653041541040675","0.0653041541040675","1.30569625140819","0.167753042645596","0.167753042645596","0.510552785513545","0.476984749690206","0.476984749690206","0.37771039642635","0.547550403209796","0.547550403209796","1.67737845326801","0.15217645991918","0.15217645991918","-0.991993154820168","0.186372822041123","0.186372822041123","0.888263181939895","0.139068630237913","0.139068630237913","1.16682566775446","0.0341975579780078","0.0341975579780078","-1.50254594033371","0.0957485119534291","0.0957485119534291","2.05508884969436","0.0462814067145295","0.0462814067145295","-0.614282758393817","0.319271068329908","0.319271068329908","-2.66937160808818","0.0534878865007797","0.0534878865007797",0.0147258692510418,0.00219846224419062,0.00124517152593241,0.00315569233742555,0,0.0053615203912641,"4-quinolinecarboxylic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-quinolinecarboxylic acid"
"12","5-deoxyadenosine",0,0,0,0,0,0,0,0,0.0243849590487441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-2.82705475511152","0.391002218955771","0.391002218955771","NA","NA","0","NA","NA","0","NA","NA","0","NA","NA","0","2.82705475511152","0.391002218955771","0.391002218955771","-2.82705475511152","0.391002218955771","0.391002218955771","2.82705475511152","0.391002218955771","0.391002218955771","2.82705475511152","0.391002218955771","0.391002218955771","NA","NA","0","NA","NA","0","NA","NA","0","NA","NA","0","NA","NA","0","NA","NA","0",0,0.00609623976218602,0,0,0,0,"5-deoxyadenosine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-deoxyadenosine"
"13","5-methylcytosine",0.0142285682366401,0.00592958357340981,0.0197134210748591,0.0192283530216726,0.00917083680877546,0.00933688720070427,0.00432320829062019,0.0119174433178249,0.0696021884854329,0.00581778085475816,0.00618320182893485,0.00104478160454738,0.00390502825975636,0.00301534761562477,0.00360531290820478,0.00873222115500599,0.0190395807395592,0.150278655549969,0.0245069186639298,0.0179603335038674,0.00546773278307977,0.00666263359849534,0.00567422722037087,0.00844881890094547,"-1.1610298313027","0.517995062888321","0.517995062888321","0.736414376502452","0.11101784435357","0.11101784435357","0.703502479151845","0.156915139481741","0.156915139481741","-2.47739010993357","0.266267991472377","0.266267991472377","0.357037948356282","0.284532918427233","0.284532918427233","1.89744420780515","0.404550789454971","0.404550789454971","-0.457527352150857","0.745715761659421","0.745715761659421","-1.31636027863087","0.420200167878902","0.420200167878902","1.51806777965898","0.452225471202769","0.452225471202769","1.4399168556543","0.0451715119043635","0.0451715119043635","-3.21380448643602","0.234938662525255","0.234938662525255","-0.379376428146169","0.297272562379223","0.297272562379223","-1.77388763078173","0.325140188012806","0.325140188012806","1.06054042750813","0.0798903170462935","0.0798903170462935","2.83442805828985","0.248539758967292","0.248539758967292",0.00868709390448121,0.0206619881934183,0.00481447748464798,0.0147749814766454,0.0529463721143315,0.00656335312572286,"5-methylcytosine","HMDB0002894","C02376","belongs to the class of organic compounds known as hydroxypyrimidines. These are organic compounds containing a hydroxyl group attached to a pyrimidine ring. Pyrimidine is a 6-membered ring consisting of four carbon atoms and two nitrogen centers at the 1- and 3- ring positions.","Organic compounds","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","554-01-8","DTXSID50203948","DTXCID80126439","315764278","65040","C02376"," 27551",NA,"5-Methylcytosine","5-methylcytosine"
"14","5-methylthioadenosine",0.00850327523123176,0.00977667981425697,0.00326880899531563,0.00909554603969867,0,0,0,0,0.0201503287919179,0.00353369813062456,0.00250800559700486,0.00565714474448636,0,0,0,0,0.0019535922605927,0.00129055113047883,0.00383645848273606,0.00368054831393602,0.00461473725738304,0.00579964256966119,0.00240137304261946,0.00510897202791478,"-3.16386810445","0.148462350618494","0.148462350618494","NA","NA","0","3.11454652105345","0.0141767164661693","0.0141767164661693","-1.8837332353577","0.0237914223149884","0.0237914223149884","-2.45448683532753","0.00885061128705627","0.00885061128705627","3.16386810445","0.148462350618494","0.148462350618494","-0.049321583396551","0.948612562111002","0.948612562111002","1.2801348690923","0.291172438674841","0.291172438674841","0.709381269122472","0.462732634688407","0.462732634688407","3.11454652105345","0.0141767164661693","0.0141767164661693","-1.8837332353577","0.0237914223149884","0.0237914223149884","-2.45448683532753","0.00885061128705627","0.00885061128705627","1.23081328569575","0.0364550168982745","0.0364550168982745","0.660059685725921","0.121448782105657","0.121448782105657","-0.570753599969832","0.115225087841932","0.115225087841932",0,0.00796229431600842,0,0.00766107752012576,0.0026902875469359,0.00448118122439462,"5-methylthioadenosine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-methylthioadenosine"
"15","acetylcholine",0.0270960653904792,0.928540218253425,0.00500253704449087,0.0201486647268141,0.0240409601161885,0.000118895274847602,0.0147885906901068,0,0,0,0,0,0.0253318988760614,0.0733925476290253,0,0.010663921336877,0.0224745571038071,0.395720001076396,0.0200345728575092,0.676958229111629,0.0150631836442698,0,0,0,"3.42453402900816","0.197321955318205","0.197321955318205","-1.40059480706547","0.367951724903591","0.367951724903591","4.5191345890754","0.377427748594773","0.377427748594773","-4.7037018298875","0.189958220203547","0.189958220203547","1.17181685767201","0.43173961732673","0.43173961732673","-4.82512883607362","0.190037143899071","0.190037143899071","7.94366861808355","0.360663756961118","0.360663756961118","-8.12823585889566","0.178578954517061","0.178578954517061","-2.25271717133614","0.391002218955771","0.391002218955771","3.11853978200993","0.409913380918576","0.409913380918576","-3.30310702282204","0.212735414930113","0.212735414930113","2.57241166473748","0.242887575275451","0.242887575275451","-0.184567240812104","0.908209358568261","0.908209358568261","5.69095144674741","0.367060357938585","0.367060357938585","5.87551868755951","0.182881746896879","0.182881746896879",0.00973711152028572,0,0.0273470919604909,0.245196871353802,0.278796840037335,0.00376579591106745,"acetylcholine","HMDB0000895",NA,NA,NA,NA,NA,NA,"51-84-3","DTXSID8075334","DTXCID6040951","315703258","  187","C01996"," 15355","DB03128","Acetylcholine","acetylcholine"
